user,link,text,comments,retweets,likes
Carnage4Life,https://x.com/Carnage4Life/status/1787507381930508380,"Tesla is on its fourth week of announcing layoffs and it’s such a rough way to execute layoffs where each week people find out if their jobs are safe and if so, they get to go through the experience again next week until 10% of the company is gone. https://t.co/h7fxsCqnxF",41,91,521
MorePerfectUS,https://x.com/MorePerfectUS/status/1782826519439765787,"Elon Musk is conducting a mass layoff of nearly 2,700 employees at Tesla's Austin gigafactory.

Texas gave him $64 million in tax incentives to build this facility where he exploits Tesla workers.

Now, he's cutting jobs. https://t.co/2EXZV85lLJ",152,1771,3773
deedydas,https://x.com/deedydas/status/1785859150674899415,"In the last 20yrs, ""study CS and work in tech"" became a ""path"" to wealth

Now:
—BigTech did layoffs, aren't hiring
—Tech job postings are ~40% of '21
—Startups often prefer tenured hires
—Huge pipeline of CS majors: 40% of MIT

Winter is coming for software engineering.
🧵

1/5 https://t.co/VPU6WWuTTl",179,609,5052
grethermurrayt,https://x.com/grethermurrayt/status/1788972718915751938,"Just got word that my fall tesla internship on the battery manufacturing eng team was cancelled due to layoffs. I'm a mechatronics student at uwaterloo, if anyone is looking for a mechanical/robotics position, let's chat! down to grind on the most ambitious ideas :) https://t.co/wi74lMRJbu",23,18,243
FluentInFinance,https://x.com/FluentInFinance/status/1789733809212006781,"Never let a job steal your life.

Layoffs this year:

• UPS: 12,000
• Meta: 11,000
• FedEx: 12,000
• Google: 12,000
• Amazon: 27,000 
• Walmart: 12,000
• Citigroup: 20,000
• Microsoft: 10,000 

Job security is an illusion.

Never feel guilty about leaving your job for a better opportunity.",268,4899,28807
TheVTran,https://x.com/TheVTran/status/1787900290428985728,"We lose so much to layoffs - people, ideas, solidarity, knowledge, motivation, trust, and overall well-being. Heartbroken for everyone affected. 🫂",8,156,1370
deedydas,https://x.com/deedydas/status/1785859150674899415,"In the last 20yrs, ""study CS and work in tech"" became a ""path"" to wealth

Now:
—BigTech did layoffs, aren't hiring
—Tech job postings are ~40% of '21
—Startups often prefer tenured hires
—Huge pipeline of CS majors: 40% of MIT

Winter is coming for software engineering.
🧵

1/5 https://t.co/VPU6WWuTTl",179,609,5052
Gizmodo,https://x.com/Gizmodo/status/1788298988418212159,Tesla Quietly Removes All U.S. Job Postings https://t.co/JFJl4Cu1AS https://t.co/fw4purI9mF,10,32,85
ana0216h,https://x.com/ana0216h/status/1790131655773933989,"Sadly I have been impacted by the layoffs here at Square Enix.
Thank you for 2 wonderful years full of experience,  growth, &amp; trust. This was my childhood dream to be here. Please let me if you're looking for a gaming/entertainment analyst 🫶🥹! Thank you everyone ✨️🙏 https://t.co/ioGdLiIzdR",136,396,3121
Carnage4Life,https://x.com/Carnage4Life/status/1788069848511369290,My reaction when I read about yet another round of layoffs from a company that made billions in profits last quarter https://t.co/QnjvgfOvu6,12,67,530
Carnage4Life,https://x.com/Carnage4Life/status/1788417237570961875,Microsoft really spent $68.7B acquiring Activision only to realize their gaming division is now too big and costly so now they’re doing layoffs every quarter 🤦🏾‍♂️ https://t.co/Am7vSvMdON,18,91,444
LaurenWalshArt,https://x.com/LaurenWalshArt/status/1788276544072269924,"Congratulations on capturing the mood of being a creative right now as we are all crushed under the weight of capitalism &amp; c-suite executives push for mass layoffs, wipe shows from platforms, &amp; mass theft never seen before in the history of humanity

You nailed it. Good job. 👍🏻",23,1268,6722
Molson_Hart,https://x.com/Molson_Hart/status/1788348165122302380,"What I thought a recession would be like:

- ""omg my competitor is going bankrupt and is for sale for $10""
- layoffs everywhere
- market crashing
- stressful but exciting

What this recession has been like:

- every bankrupt competitor gets bought up by deep pocketed PE or is able to refinance
- few layoffs in the market; I spend a ton of time filling my team's' time because I don't want to lay them off
- market at all time highs
- boring but exhausting because i'm trying to grow our way out of falling sales",35,13,272
aspenanimation,https://x.com/aspenanimation/status/1789769661829013852,"I got tired of the layoffs in the industry so I am creating my own indie animation studio. 

If you like indie animation, give us a retweet and a follow! https://t.co/ir7wXsad6I",24,269,871
MegZavala,https://x.com/MegZavala/status/1787933811013283912,"I wonder if these execs realize how much these layoffs create a rippling effect through the creative industries? An unstable atmosphere doesn’t just affect those impacted directly, EVERYONE feels the drop in morale. Work across the board suffers no matter where you are",14,110,1071
HardDriveMag,https://x.com/HardDriveMag/status/1787913516797804563,Geoff Keighley Announces Best Layoffs Category for Game Awards https://t.co/4IIuA0vwPh,123,4890,34103
ABC,https://x.com/ABC/status/1790051858930704859,"School districts are bracing for a massive round of teacher layoffs as the school year ends.

Declining enrollment, inflation, and the $190 billion in pandemic relief funds that are set to expire are pushing some school districts to the brink.  https://t.co/LgQGywSI8I https://t.co/t4rbIps8Yo",24,18,30
MTDems,https://x.com/MTDems/status/1790146320138969437,"RiverStone Health, the state’s largest community health center, lost more than $3 million in Medicaid revenue, forcing layoffs of 9% of its workforce. Remember when @GovGianforte said his hasty and callous Medicaid purge was “working as intended”? #mtpol
https://t.co/G9Pc4eFg5x https://t.co/D120WCG5YP",7,32,42
Carnage4Life,https://x.com/Carnage4Life/status/1789826768188092626,"I used to advise people to carefully understand the business model of a startup before joining since it’s easy to be blinded by stock options to the fact the business isn’t viable.

2024’s made a mockery of that advice as even the most profitable tech companies are doing layoffs.",7,35,264
MegumiBandicot,https://x.com/MegumiBandicot/status/1788607415765573831,It’s pretty depressing how 2023 was such a grand year for gaming and then 2024 is just layoffs after layoffs.,9,8,78
CaponeToneTony,https://x.com/CaponeToneTony/status/1787884898834899411,"Nintendo did everything they could to avoid layoffs during the WiiU era. Iwata even slashed his own salary multiple times, and now they're doing better than ever. 
I hope Nintendo just keeps ignoring what the rest of the industry is doing and just continues to make great games",162,1504,17830
ordinarygirl1,https://x.com/ordinarygirl1/status/1788721850941673971,"Temporary workers at the GM facility in Burton, Michigan were told they are no longer needed.

Some employees even said that they didn't know that their position was temporary.

That's just Bidenomics . Thanks to Joe the auto business is not doing well, expect more layoffs. https://t.co/hgg2O1qpQ0",10,91,77
Carnage4Life,https://x.com/Carnage4Life/status/1784450545509658867,"Google has laid off their Python Foundation team and asked them to train their replacements who will be in the Munich office.

This is similar to layoffs in their finance department a few weeks ago where some positions were moved outside the country where they’re cheaper. 😬 https://t.co/tVBh1dWLli",78,407,2061
Stealth40k,https://x.com/Stealth40k/status/1790100066356617649,"I'm sad to hear about the US/EU layoffs at Square Enix. 

Everyone I've ever worked with there has been extremely nice. They really don't deserve this. 

I hope everyone impacted is able to find a new job quickly.

Source: https://t.co/SZDnlpo0tp https://t.co/5h5c4bCpTg",11,46,419
GuyDealership,https://x.com/GuyDealership/status/1771016530500739439,"BREAKING:

Stellantis, the parent company of Chrysler, Jeep, Dodge, Ram, is sending notices to its employees about a “mandatory remote work day” on Friday.

The reason?

Your guess is as good as mine, but a notice like this (on a Thursday) could potentially signal layoffs.

Zooming out…

Stellantis has struggled with weak sales—more than any other car brand—in light of a cooling new car market.

I’ll keep you posted.",438,529,3903
SenJeffMerkley,https://x.com/SenJeffMerkley/status/1769071760576594287,"I joined Senate colleagues in demanding that Postmaster Louis DeJoy immediately stop any changes to @USPS standards that would cause layoffs and further degrade postal service, especially in rural areas.
https://t.co/Ibi4zKif9k",556,2684,7320
Steve_Glazer,https://x.com/Steve_Glazer/status/1785338202632675683,"To preserve our Democracy, this needs to change. The closings of so many newsrooms and layoff of thousands of journalists erodes our democratic requirement of an informed population and the oversight and accountability of the people’s government. https://t.co/niVRpsmOgv",25,24,66
CollinRugg,https://x.com/CollinRugg/status/1757538010718191679,"JUST IN: CBS News reporter Catherine Herridge fired in company wide layoffs conducted by Paramount Global.
 
Herridge was one of 800 people who got axed on Tuesday in Paramount Global's massive cost-cutting operation. 

Herridge was fired just hours after she reported on how Biden may have ""retained sensitive documents related to specific countries involving his family’s foreign business dealings.""

""The Committees require this (Biden/Hur interview) transcript... there is concern that President Biden may have retained sensitive documents related to specific countries involving his family’s foreign business dealings…"" she posted on X yesterday.

Wild.",3480,13980,38106
ninaturner,https://x.com/ninaturner/status/1693320727317905569,Layoffs. They’re called layoffs and the worker loses their income. https://t.co/CkfZ09tdHV,605,2715,50485
plantchlo,https://x.com/plantchlo/status/1707413106618495043,"Heartbroken to type this out, but I was affected by the Epic layoffs today. 

I’m so proud of the work I did at Psyonix and Epic. I had some of the most life changing experiences. 

I’m looking for work effective immediately in social media, marketing, and talent management. https://t.co/grmRFELaU1",120,318,1970
profstonge,https://x.com/profstonge/status/1754497106365063569,"""Bloodbath"" of layoffs in mainstream media as 20,000 fake news activists must now learn to install drywall.

What's driving it? A collapse of trust. 

A record 40% of Americans have zero trust at all in corporate media. 

Instead, Americans are turning to alt-media on X/Twitter, from Joe Rogan to Alex Jones to these daily videos.",564,3378,12047
MAGAShaggy1958,https://x.com/MAGAShaggy1958/status/1753169124702695544,"Breaking: Thousands of shipments of new Ford trucks have been canceled, at Dearborn MI. and Claycomo MO. assembly plants. Resulting in massive layoffs.
All due to Bidenomics https://t.co/3aoToIhJJx",1135,2001,3917
realchrisrufo,https://x.com/realchrisrufo/status/1750208797564657820,"This is the statement from the LA Times' DEI caucuses complaining about the recent layoffs. Notice that they only defend their work on the basis of race, not on quality, merit, or the bottom line. DEI is purely ideological, subordinating journalism to racial box-checking. https://t.co/6HVxaebecx",282,1102,5772
Inversionism,https://x.com/Inversionism/status/1715823640275472738,"Pfizer stock is down 40% YTD. Moderna 55% YTD. 

Pfizer just announced significant layoffs as well. 

They should be sued into oblivion and all the executives responsible jailed. I want to see all the universities, corporations, and every other organization that mandated the shots sued as well. 

They can't get away with what they did. They're the real enemies.",222,2388,6978
ArmandDoma,https://x.com/ArmandDoma/status/1766131126912065804,HR moments before announcing layoffs https://t.co/8HEoct38bz,236,2630,21445
EndWokeness,https://x.com/EndWokeness/status/1750517580714918055,Taylor Lorenz is panicking about the total collapse of mainstream media and mass layoffs across the industry: https://t.co/YqKDTqOgWI,3819,1492,11744
cz_binance,https://x.com/cz_binance/status/1663945939482968075,"4. Another day, another FUD. On rumors of layoffs.

Binance has a ""bottom out"" (we should probably rename it to something else) program. We constantly say goodbye to people who are not strong fits with the company. Many of them are great people or high performers, but may not fit our unique culture/situation. Small example, WFH is not for everyone.

This ""program"" is constant. I push for it on a weekly basis. There are no % of people we have to ""push out"". I also push for cost cutting, servers, flights, meals, etc, every week too. This may be why ... 👇

Binance has stay profitable since month 4 of our inception. From Oct 2017 onwards, through 2 crypto winters, Binance maintained profitability on a daily, weekly and monthly basis.

We always strive to increase talent density. We do performance management. And we are still hiring.",1338,834,5238
kiruik,https://x.com/kiruik/status/1641371568617017347,Remember that nice job I heard pale @MicrosoftADC ? Been affected by the layoffs announced this week. Sad news and this needs time to process but I have been here before so I was better prepared. Taking some time to contemplate what next but I am not worried at all. https://t.co/m5o97PlVeP,233,220,1809
DailyLoud,https://x.com/DailyLoud/status/1642981279883730946,McDonald’s temporarily shuts down U.S. offices as they prepare for massive corporate layoffs 👀😳 https://t.co/RsLvDyY3lp,307,754,4466
DiscussingFilm,https://x.com/DiscussingFilm/status/1640385701970685952,"Disney will begin layoff notices for more than 7,000 employees.

The layoffs will come in three waves, starting today. https://t.co/KDKcWHTaM9",400,1023,9175
CollegeSportsO,https://x.com/CollegeSportsO/status/1674948833799815169,I know ESPN has had a lot of layoffs before but I don't think it's hyperbole to say this might be the darkest day in the network's 44-year history. Brutal. https://t.co/GwXv7rbv3h,937,891,10135
EndWokeness,https://x.com/EndWokeness/status/1750546806595854682,"Mocking mass layoffs at the LA Times is ghoulish, yes— but is abso-fuckn-lutely necessary. https://t.co/Pb0Uym6e02",513,3617,23947
VancityReynolds,https://x.com/VancityReynolds/status/1671639350063374339,"Turner Classic Movies has been a fixture in my life for as long as I can remember. It’s a holy corner of film history — and a living, breathing library for an entire art form. Please don’t fuck with @tcm.  https://t.co/k37stLFOTN",608,4323,25478
KobeissiLetter,https://x.com/KobeissiLetter/status/1752330460745646310,"BREAKING: UPS, $UPS, to cut 12,000 jobs after what its CEO called a ""difficult and disappointing"" year.

The company has stated that they are looking to cut $1 billion of annual costs.

UPS stock is currently down 6% after the announcement.

Over the last 3 months, layoffs have quickly spread from technology companies to just about every industry.

Shipping is now the latest industry to feel the pain.",352,814,3435
Rahll,https://x.com/Rahll/status/1719151257145778543,"Ubisoft literally conducting layoffs this year and last month, and they're posting AI art. Unbelievable.

What the hell is the game industry doing right now. https://t.co/XVbzqcbw9D",283,1812,15169
DJ_Link,https://x.com/DJ_Link/status/1707456697168486902,"let's never forget this is how the great Iwata handled the poor reception of Wii U, not with layoffs, but by cutting his own wage. https://t.co/OjEpdeqczG",307,7583,86556
BeingTerryJane,https://x.com/BeingTerryJane/status/1767313920312631708,"Hey ya'll here's a life update from me. It’s been 7 months post-layoff, navigating this “new job” market which feels like wandering around Lo-Debar. As of today, I've submitted 307 applications, received 159 rejections, 18 interviews down, and 6 I made it to the final round. https://t.co/eKoX3ZDDmo",181,252,4044
SteveLovesAmmo,https://x.com/SteveLovesAmmo/status/1752440651692564924,"Here are layoffs just announced TODAY:

UPS - 12,000 jobs 
PayPal - over 1,000 jobs 
NASDAQ - 100’s 
America Airlines - 655 jobs 
Wall Street Journal - unknown 

Bidenomics is a crock of shit and everyone knows it.",1748,7323,28282
Lauramaywendel,https://x.com/Lauramaywendel/status/1713949264336847318,"StackOverflow is laying off 28% of its workforce.

This may be the first large layoff directly due to AI:
&gt; people asking ChatGPT instead of StackOverflow
&gt; usage &amp; ad revenue declines
&gt; having to lay people off to stay profitable / survive https://t.co/tUFJ0Sxwk9",442,1129,5638
wendyp4545,https://x.com/wendyp4545/status/1750627630255116521,There are mass layoffs happening and nobody is paying any attention to them.,1235,2144,9664
SteveLovesAmmo,https://x.com/SteveLovesAmmo/status/1752712465744265548,"Here is Biden’s America:

-Banks are crashing.
-Inflation is high.
-Wars are raging.
-Borders are unsecured.
-Billions released to Iran. 
-Food is extremely expensive.
-Illegals are treated better than Veterans.
-Massive layoffs nationwide. 

But no mean tweets!",3852,5143,17161
TheAnkurTyagi,https://x.com/TheAnkurTyagi/status/1699655002380243231,"I'm really feel disgusted by big tech companies who did layoffs in first half of 2023 and many are now hiring for those same positions while the initial laid off people are still searching for work.

Tech is so brutal, it’s a business for them &amp; You’re just a number.

Discuss. https://t.co/b3oJzFBSA4",409,565,4219
buccocapital,https://x.com/buccocapital/status/1745781472617722335,"This employee recorded Clouflare dressing up last-in-first-out layoffs as performance firings

While I think it’s crazy she recorded it, I’m proud of her for nailing them to the wall

If you overhire, fucking own it
https://t.co/xFMIHniJ7i",193,423,8481
wendyp4545,https://x.com/wendyp4545/status/1752490016356409744,"Something is going on.  Look at all of the layoffs all over the place all at once.

They can send the illegals home now there aren't any jobs.",290,1352,3403
briandstone__,https://x.com/briandstone__/status/1780033934484525263,"🚨 TESLA LAYOFF NIGHTMARE , Part 2. Did you know that Tesla employees are offered significant incentives to lease a Tesla vehicle? Example, employee leases a Model 3 and is reimbursed a percentage of the lease (40-60%) back on their paycheck. They’re also offered discounts on Tesla insurance. The worst part? Since the “discount” is a reimbursement on your paycheck , once you are laid off it goes away and you’re left paying the full lease payment and since you’re unemployed, how will you swing that? 

This program needs to be overhauled immediately. You can’t fire someone and expect them to pay double their expected lease payment going forward. All other manufacturers offer it as a straight discount and you keep it after separating from your employer (dealer/mfg)",416,447,3425
LarryMadowo,https://x.com/LarryMadowo/status/1680879054889668610,"CNN EXCLUSIVE: Elon Musk's Twitter ""ghosted"" laid off employees in its only Africa office without severance or benefits. 

The Ghana-based team have not been paid a cent, unlike former staff in North America &amp; Europe https://t.co/swQuFn9uk3 https://t.co/BXNKoPZdKx",379,7134,11253
profstonge,https://x.com/profstonge/status/1754497106365063569,"""Bloodbath"" of layoffs in mainstream media as 20,000 fake news activists must now learn to install drywall.

What's driving it? A collapse of trust. 

A record 40% of Americans have zero trust at all in corporate media. 

Instead, Americans are turning to alt-media on X/Twitter, from Joe Rogan to Alex Jones to these daily videos.",564,3378,12047
twitgera,https://x.com/twitgera/status/1762580904898334998,I've been going to the gym an hour a day for the past month with the sole purpose of becoming strong enough to kill and eat at least one games industry ceo associated with layoffs this year. This is my story https://t.co/eFK659WUKm,226,2185,40706
SenJeffMerkley,https://x.com/SenJeffMerkley/status/1769071760576594287,"I joined Senate colleagues in demanding that Postmaster Louis DeJoy immediately stop any changes to @USPS standards that would cause layoffs and further degrade postal service, especially in rural areas.
https://t.co/Ibi4zKif9k",556,2684,7321
WallStreetApes,https://x.com/WallStreetApes/status/1779952891454988725,"We Knew This Would Happen. California $20 Fast Food Minimum Wage Increase Causing Mass Layoffs

Papa Johns Pizza employee showing paperwork he was just handed and forced to sign. Everyone will be losing hours and shows Papa Johns will be firing ALL DRIVERS

What a disaster for struggling Americans who need these jobs.",992,2628,5954
ninaturner,https://x.com/ninaturner/status/1693320727317905569,Layoffs. They’re called layoffs and the worker loses their income. https://t.co/CkfZ09tdHV,605,2715,50488
827js,https://x.com/827js/status/1738216674556285330,Layoffs https://t.co/SGX4QLrLRg,533,6163,32604
destinytrack,https://x.com/destinytrack/status/1732423748182257777,"NEW: IGN is reporting that the layoffs at Bungie happened as an “apparent scramble by studio leadership to avoid a total Sony takeover.

“If Bungie falls short of its revenue goals by too great an amount, Sony is allowed to dissolve the existing board and take full control of the company.”",603,796,8234
MAGAShaggy1958,https://x.com/MAGAShaggy1958/status/1753169124702695544,"Breaking: Thousands of shipments of new Ford trucks have been canceled, at Dearborn MI. and Claycomo MO. assembly plants. Resulting in massive layoffs.
All due to Bidenomics https://t.co/3aoToIhJJx",1135,2002,3918
choeshow,https://x.com/choeshow/status/1787600646709104943,"BREAKING: Major layoffs today at Seattle's Bonneville owned radio stations. At least seven people have been let go at  KTTH 770 AM and Kiro Newsradio including hosts Bryan Suits and Shari Elliker. More cuts could be on the way. The ownership group did not give a specific reason, but traditional news advertising models are being undercut and decimated by social media upstarts and video driven platforms. 
Meanwhile, we now have fewer members of the media in Seattle to hold our elected officials accountable. Not a good day for American journalism.",199,150,694
carlquintanilla,https://x.com/carlquintanilla/status/1788154860359045450,"JPM DESK: “:.  we may be witnessing a ‘virtuous cycle’ where a strong consumer keeps corporate margins stable .. the strength of corporate balance sheets means that we are unlikely to see a significant spike to layoffs and thus the unemployment rate. Relatedly, the interest rates on money market funds continue to help both consumers and corporations grow their cash.” 🇺🇸",21,57,286
TucsonStar,https://x.com/TucsonStar/status/1787925383494467738,"Amid layoffs, U of A is considering creating new senior leadership position https://t.co/o6U0E8i6vJ",6,9,16
Carnage4Life,https://x.com/Carnage4Life/status/1788069848511369290,My reaction when I read about yet another round of layoffs from a company that made billions in profits last quarter https://t.co/QnjvgfOvu6,12,67,530
BassonBrain,https://x.com/BassonBrain/status/1788099002551894367,"‼️ Sandy Munro sounds off on Tesla layoffs and Elon Musk hate!

“I got all upset because I’m sick and tired of getting… We have to be careful about what we see, what we hear, and how we interpret it,” Munro said. “These guys basically want to pick your pocket. If it’s Wall Street or if it’s the Fed, these guys in the news, all they want to do is sell newspapers, and they know to catch your attention. We call it clickbait now, right?

Along with discussing multiple of the departments that were affected by Tesla’s layoffs, Munro comes to Musk and Tesla’s defense, essentially just pointing to the move as a necessary business decision. 

He also goes on to point the finger at media outlets, name-dropping CNN, then saying, “they’re all under the bus as far as I’m concerned,” for stirring the pot and spinning the company’s situation as negatively as possible to sell their newspapers.

#Tesla @Tesla",6,12,40
omgubuntu,https://x.com/omgubuntu/status/1788009560239648936,Google’s recent Flutter team layoffs have left some Ubuntu devs worried for the framework's future - should they be? #ubuntu https://t.co/fIP2ycY2P1 https://t.co/wITIk7M6Oh,8,11,121
Carnage4Life,https://x.com/Carnage4Life/status/1788175946446741549,"Last week, a Nigerian PM that I mentor mentioned layoffs happening at Microsoft in Nigeria but I didn’t expect them to shut down the entire development center and lay off everyone.

It’s not surprising given the layoffs across the industry but it is disappointing. https://t.co/99hhNw14ts",30,235,946
MrBadBit,https://x.com/MrBadBit/status/1787840954671505476,"The Xbox Bethesda layoffs are a reflection of the current climate of the industry…

Make a bad game ie Redfall and they’ll close your studio.

Make a critically beloved game in HI-Fi Rush and they’ll close your studio. 

Microsoft Gaming is profitable so why is this needed? https://t.co/aYcfIrPzxn",108,36,334
statesman,https://x.com/statesman/status/1790114051348906318,"Austin-based https://t.co/xJthj1sTs4 cutting about 1,000 jobs, or roughly 8% of its global workforce https://t.co/NU8af4C6Q9",10,15,42
live_munro,https://x.com/live_munro/status/1787539088163172560,Sandy's take on the @Tesla Layoffs! https://t.co/piaf5ZDpeA,276,363,1936
Yggdrasiel_,https://x.com/Yggdrasiel_/status/1787862830102036521,"There have been roughly 20,000 known layoffs in the gaming industry since the start of 2023.

Over 9,500 of those cuts alone have been since January 2024.

It's no longer sad, it's infuriating! https://t.co/27A58ZMz65",7,62,305
PaweSasko,https://x.com/PaweSasko/status/1787844440012255319,"I'm so incredibly sad hearing about another devastating layoffs in the industry. We have some openings, both in North America and Poland, please take a look my chooms and share it with anyone who is affected 🥺

https://t.co/p9zlUlufra",26,244,2200
DJHarttMD,https://x.com/DJHarttMD/status/1787886730659672472,"@AdrianaLaGrange @AdrianaLaGrange UCP tried to give RNs a 5% cut &amp; layoff 750 RNs in early pandemic

Now, world-class, AB trained RNs are passed over for internationally trained RNs

Also, UCP passed regulations eliminating all nursing care requirements in LTC. 

UCP are a stain on AB’s HC system https://t.co/vx6nWGdS20",7,51,138
DPandaHeart,https://x.com/DPandaHeart/status/1787939250035716106,"(sigh, once again) We're hiring✨ for several roles here at Heart Machine for folks affected by layoffs💔 https://t.co/tu5JvfSPUW",10,270,839
WhatLayoff,https://x.com/WhatLayoff/status/1790079101874676179,"🚨 LAYOFF ALERT - 🌏

Indeed is laying off 1,000 employees, about 8% of its workforce, primarily in the US, due to a global hiring slowdown last year. Red the email from CEO Chris Hyams for more details. https://t.co/NSmfzmUjKd",7,48,151
AlderLaneEggs,https://x.com/AlderLaneEggs/status/1787584140801372329,"The $Envx layoff news is Good News not Bad News... This from someone at a Worldwide Manufacturing Giant. ""I find it hilarious that some think the ENVX layoff is new news and is bad. ENVX is adjusting to maximize their global footprint.  They're transitioning from high-cost country (HCC) to low-cost country (LCC) - for manufacturing labor costs,  product development costs (engineering, testing, etc).  Speaking from experience and managing a huge global footprint, it's a necessary step.  All successful global companies manage a balance between HCC and LCC.  @rajtalluri is exucuting and delivering!!"" @joceyreyes209 @davidorr_31",18,27,242
Taran17809555,https://x.com/Taran17809555/status/1788105696363659353,"Laid off from Simpl today!
Just joined 15 days back and they removed the entire checkout team today.
Any leads for sde-1 / backend dev role will be very helpful.
Proficient in Golang.

#layoff #simpl #Opportunity #backend #golang #go",63,84,614
johncraven1,https://x.com/johncraven1/status/1790071893338313012,"NEW: Stamford- and Austin-based @indeed is laying off 1,000 workers -- mostly in the US -- due to ""a global slowdown in hiring"" last year

Unclear how many layoffs are in CT

Indeed received approx $30 million in state loans and tax breaks when it expanded in 2017-18 https://t.co/TQOFd6Dko8",7,10,15
dialacina,https://x.com/dialacina/status/1787848082752774285,"Let's not forget that they're doing these horrible layoffs and closures in order to focus on being a full-blown ecological disaster. 🤷🏽‍♀️

https://t.co/19dBsircgj https://t.co/b1TYOKhFHu",8,2151,5550
HardDriveMag,https://x.com/HardDriveMag/status/1787913516797804563,Geoff Keighley Announces Best Layoffs Category for Game Awards https://t.co/4IIuA0vwPh,123,4890,34103